assessment_id,site_id,conducted_by_person_id,assessment_date,assessment_period,overall_risk_score,findings_summary,num_hazards_identified,num_actions_created,status
15373,2062,4867,2022-09-13,H2_2022,43,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to tree management. Overall risk posture is medium. Recommend follow-up on playground equipment wear within the next term.,4,2,COMPLETED
15374,2062,4870,2023-03-26,H1_2023,19,Assessment of Te Kura Māori ā Rohe o Waiohau identified low overall risk level. Primary concerns are slip hazards during winter particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,2,0,COMPLETED
15375,2062,4868,2023-09-10,H2_2023,14,Risk assessment findings: Te Kura Māori ā Rohe o Waiohau presents low risk environment. Critical items include cluttered storage room blocking access. Moderate items include loose railing on Block A stairwell. 2 actions assigned with 2 marked as critical priority.,2,2,COMPLETED
15376,2062,4870,2024-03-25,H1_2024,22,Routine H1/H2 assessment for Te Kura Māori ā Rohe o Waiohau conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,2,COMPLETED
15377,2062,4867,2024-09-20,H2_2024,77,Risk assessment findings: Te Kura Māori ā Rohe o Waiohau presents high risk environment. Critical items include missing fire extinguisher sign. Moderate items include uneven surface on playground. 4 actions assigned with 0 marked as critical priority.,3,4,COMPLETED
15378,2062,4868,2025-03-09,H1_2025,48,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to playground equipment wear. Overall risk posture is medium. Recommend follow-up on asbestos-containing materials within 60 days.,4,1,REVIEWED
15379,2063,4871,2020-03-16,H1_2020,44,Assessment of Waiotahe Valley School identified medium overall risk level. Primary concerns are contractor oversight particularly affecting outdoor areas. Emergency procedures were reviewed and found to be satisfactory. 2 actions created.,4,2,COMPLETED
15380,2063,4871,2020-09-25,H2_2020,18,Assessment of Waiotahe Valley School identified low overall risk level. Primary concerns are playground equipment wear particularly affecting outdoor areas. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,0,0,COMPLETED
15381,2063,4871,2021-03-15,H1_2021,40,Comprehensive risk assessment completed for Waiotahe Valley School. 2 new hazards identified and 6 existing hazards reviewed. Key findings include: blocked emergency exit in hall; inadequate lighting in car park. 2 corrective actions have been raised.,2,2,COMPLETED
15382,2063,4871,2021-09-23,H2_2021,23,Routine H1/H2 assessment for Waiotahe Valley School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,3,COMPLETED
15383,2063,4872,2022-03-09,H1_2022,70,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is high. Recommend follow-up on tree management within 14 days.,1,2,COMPLETED
15384,2063,4874,2022-09-07,H2_2022,38,Assessment of Waiotahe Valley School identified medium overall risk level. Primary concerns are tree management particularly affecting the main block. Emergency procedures were reviewed and found to be adequate. 3 actions created.,4,3,COMPLETED
15385,2063,4874,2023-03-25,H1_2023,81,Assessment of Waiotahe Valley School identified critical overall risk level. Primary concerns are asbestos-containing materials particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 3 actions created.,3,3,COMPLETED
15386,2063,4872,2023-09-07,H2_2023,45,Comprehensive risk assessment completed for Waiotahe Valley School. 1 new hazards identified and 2 existing hazards reviewed. Key findings include: damaged fencing along south boundary; cracked window pane in classroom. 0 corrective actions have been raised.,1,0,COMPLETED
15387,2063,4872,2024-03-23,H1_2024,15,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is low. Recommend follow-up on slip hazards during winter within 60 days.,4,3,COMPLETED
15388,2063,4873,2024-09-11,H2_2024,11,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to chemical storage. Overall risk posture is low. Recommend follow-up on traffic management within 30 days.,3,2,COMPLETED
15389,2063,4871,2025-03-16,H1_2025,14,Assessment of Waiotahe Valley School identified low overall risk level. Primary concerns are playground equipment wear particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 1 actions created.,3,1,REVIEWED
15390,2064,4876,2020-03-12,H1_2020,11,Assessment of Waipa School identified low overall risk level. Primary concerns are electrical systems particularly affecting outdoor areas. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,2,0,COMPLETED
15391,2064,4877,2020-09-02,H2_2020,17,Routine H1/H2 assessment for Waipa School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,1,COMPLETED
15392,2064,4876,2021-03-19,H1_2021,46,Risk assessment findings: Waipa School presents medium risk environment. Critical items include cracked window pane in classroom. Moderate items include peeling paint near food prep area. 0 actions assigned with 1 marked as critical priority.,0,0,COMPLETED
15393,2064,4878,2021-09-26,H2_2021,14,Comprehensive risk assessment completed for Waipa School. 2 new hazards identified and 2 existing hazards reviewed. Key findings include: cracked window pane in classroom; peeling paint near food prep area. 0 corrective actions have been raised.,2,0,COMPLETED
15394,2064,4878,2022-03-18,H1_2022,32,Assessment of Waipa School identified medium overall risk level. Primary concerns are aging infrastructure particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 2 actions created.,2,2,COMPLETED
15395,2064,4877,2022-09-20,H2_2022,58,Routine H1/H2 assessment for Waipa School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 4 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,4,2,COMPLETED
15396,2064,4877,2023-03-25,H1_2023,26,Comprehensive risk assessment completed for Waipa School. 3 new hazards identified and 3 existing hazards reviewed. Key findings include: standing water near entrance pathway; worn anti-slip tape on steps. 2 corrective actions have been raised.,3,2,COMPLETED
15397,2064,4875,2023-09-21,H2_2023,45,Risk assessment findings: Waipa School presents medium risk environment. Critical items include worn anti-slip tape on steps. Moderate items include trip hazard from raised concrete. 3 actions assigned with 1 marked as critical priority.,4,3,COMPLETED
15398,2064,4878,2024-03-20,H1_2024,89,Comprehensive risk assessment completed for Waipa School. 1 new hazards identified and 1 existing hazards reviewed. Key findings include: tree branch overhanging walkway; blocked emergency exit in hall. 0 corrective actions have been raised.,1,0,COMPLETED
15399,2064,4877,2024-09-06,H2_2024,55,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to chemical storage. Overall risk posture is medium. Recommend follow-up on electrical systems within 60 days.,3,1,COMPLETED
15400,2064,4877,2025-03-07,H1_2025,67,Routine H1/H2 assessment for Waipa School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 2 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,2,1,REVIEWED
15401,2065,4881,2020-03-06,H1_2020,54,Risk assessment findings: Waipahihi School presents medium risk environment. Critical items include trip hazard from raised concrete. Moderate items include cracked window pane in classroom. 1 actions assigned with 1 marked as critical priority.,1,1,COMPLETED
15402,2065,4879,2020-09-18,H2_2020,17,Routine H1/H2 assessment for Waipahihi School conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 3 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,3,0,COMPLETED
15403,2065,4879,2021-03-18,H1_2021,29,Risk assessment findings: Waipahihi School presents low risk environment. Critical items include mould visible on ceiling tiles. Moderate items include bird nesting in roof cavity. 0 actions assigned with 1 marked as critical priority.,0,0,COMPLETED
15404,2065,4880,2021-09-18,H2_2021,16,Assessment of Waipahihi School identified low overall risk level. Primary concerns are aging infrastructure particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,0,1,COMPLETED
15405,2065,4881,2022-03-09,H1_2022,23,Risk assessment findings: Waipahihi School presents low risk environment. Critical items include cracked window pane in classroom. Moderate items include tree branch overhanging walkway. 1 actions assigned with 0 marked as critical priority.,0,1,COMPLETED
15406,2065,4880,2022-09-26,H2_2022,21,Comprehensive risk assessment completed for Waipahihi School. 1 new hazards identified and 5 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; missing fire extinguisher sign. 2 corrective actions have been raised.,1,2,COMPLETED
15407,2065,4879,2023-03-07,H1_2023,28,Routine H1/H2 assessment for Waipahihi School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 1 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,1,2,COMPLETED
15408,2065,4880,2023-09-07,H2_2023,56,Risk assessment findings: Waipahihi School presents medium risk environment. Critical items include mould visible on ceiling tiles. Moderate items include missing fire extinguisher sign. 3 actions assigned with 2 marked as critical priority.,2,3,COMPLETED
15409,2065,4880,2024-03-14,H1_2024,54,Assessment of Waipahihi School identified medium overall risk level. Primary concerns are chemical storage particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 0 actions created.,1,0,COMPLETED
15410,2065,4881,2024-09-21,H2_2024,45,Assessment of Waipahihi School identified medium overall risk level. Primary concerns are asbestos-containing materials particularly affecting the main block. Emergency procedures were reviewed and found to be requiring update. 1 actions created.,4,1,COMPLETED
15411,2065,4880,2025-03-25,H1_2025,65,Risk assessment findings: Waipahihi School presents high risk environment. Critical items include uneven surface on playground. Moderate items include mould visible on ceiling tiles. 0 actions assigned with 0 marked as critical priority.,4,0,REVIEWED
15412,2066,4883,2020-03-03,H1_2020,70,Risk assessment findings: Wairakei School presents high risk environment. Critical items include inadequate lighting in car park. Moderate items include missing fire extinguisher sign. 0 actions assigned with 2 marked as critical priority.,0,0,COMPLETED
15413,2066,4882,2020-09-08,H2_2020,80,Assessment of Wairakei School identified critical overall risk level. Primary concerns are traffic management particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,3,1,COMPLETED
15414,2066,4884,2021-03-15,H1_2021,42,Comprehensive risk assessment completed for Wairakei School. 1 new hazards identified and 2 existing hazards reviewed. Key findings include: blocked emergency exit in hall; damaged fencing along south boundary. 0 corrective actions have been raised.,1,0,COMPLETED
15415,2066,4882,2021-09-21,H2_2021,37,Risk assessment findings: Wairakei School presents medium risk environment. Critical items include standing water near entrance pathway. Moderate items include bird nesting in roof cavity. 1 actions assigned with 1 marked as critical priority.,0,1,COMPLETED
15416,2066,4882,2022-03-08,H1_2022,59,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to electrical systems. Overall risk posture is medium. Recommend follow-up on aging infrastructure within 30 days.,4,0,COMPLETED
15417,2066,4884,2022-09-18,H2_2022,28,Routine H1/H2 assessment for Wairakei School conducted on the assessment date. Building condition assessments reviewed for all 5 structures. 3 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,3,4,COMPLETED
15418,2066,4884,2023-03-21,H1_2023,29,Routine H1/H2 assessment for Wairakei School conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 2 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,2,0,COMPLETED
15419,2066,4884,2023-09-04,H2_2023,55,Comprehensive risk assessment completed for Wairakei School. 1 new hazards identified and 6 existing hazards reviewed. Key findings include: uneven surface on playground; inadequate lighting in car park. 0 corrective actions have been raised.,1,0,COMPLETED
15420,2066,4882,2024-03-09,H1_2024,39,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is medium. Recommend follow-up on chemical storage within 14 days.,2,0,COMPLETED
15421,2066,4883,2024-09-25,H2_2024,14,Comprehensive risk assessment completed for Wairakei School. 4 new hazards identified and 1 existing hazards reviewed. Key findings include: missing fire extinguisher sign; inadequate lighting in car park. 5 corrective actions have been raised.,4,5,COMPLETED
15422,2066,4885,2025-03-25,H1_2025,27,Assessment of Wairakei School identified low overall risk level. Primary concerns are roof condition particularly affecting the sports facilities. Emergency procedures were reviewed and found to be requiring update. 0 actions created.,1,0,REVIEWED
15423,2068,4887,2020-03-11,H1_2020,39,Assessment of Te Kura o Waitahanui identified medium overall risk level. Primary concerns are tree management particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,0,0,COMPLETED
15424,2068,4886,2020-09-08,H2_2020,46,Comprehensive risk assessment completed for Te Kura o Waitahanui. 4 new hazards identified and 7 existing hazards reviewed. Key findings include: missing fire extinguisher sign; missing fire extinguisher sign. 5 corrective actions have been raised.,4,5,COMPLETED
15425,2068,4888,2021-03-16,H1_2021,19,Assessment of Te Kura o Waitahanui identified low overall risk level. Primary concerns are playground equipment wear particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 2 actions created.,1,2,COMPLETED
15426,2068,4887,2021-09-11,H2_2021,69,Comprehensive risk assessment completed for Te Kura o Waitahanui. 3 new hazards identified and 6 existing hazards reviewed. Key findings include: loose railing on Block A stairwell; bird nesting in roof cavity. 1 corrective actions have been raised.,3,1,COMPLETED
15427,2068,4888,2022-03-13,H1_2022,17,Risk assessment findings: Te Kura o Waitahanui presents low risk environment. Critical items include loose railing on Block A stairwell. Moderate items include loose railing on Block A stairwell. 0 actions assigned with 0 marked as critical priority.,1,0,COMPLETED
15428,2068,4888,2022-09-27,H2_2022,21,Risk assessment findings: Te Kura o Waitahanui presents low risk environment. Critical items include tree branch overhanging walkway. Moderate items include trip hazard from raised concrete. 3 actions assigned with 0 marked as critical priority.,3,3,COMPLETED
15429,2068,4888,2023-03-09,H1_2023,38,Assessment of Te Kura o Waitahanui identified medium overall risk level. Primary concerns are slip hazards during winter particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,1,0,COMPLETED
15430,2068,4888,2023-09-21,H2_2023,50,Comprehensive risk assessment completed for Te Kura o Waitahanui. 4 new hazards identified and 4 existing hazards reviewed. Key findings include: missing fire extinguisher sign; blocked emergency exit in hall. 4 corrective actions have been raised.,4,4,COMPLETED
15431,2068,4888,2024-03-11,H1_2024,13,Routine H1/H2 assessment for Te Kura o Waitahanui conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,2,3,COMPLETED
15432,2068,4887,2024-09-18,H2_2024,49,Routine H1/H2 assessment for Te Kura o Waitahanui conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 1 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,1,1,COMPLETED
15433,2068,4888,2025-03-16,H1_2025,63,Site inspection revealed generally satisfactory conditions with 2 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is high. Recommend follow-up on slip hazards during winter within 60 days.,2,3,COMPLETED
15434,2069,4889,2020-03-22,H1_2020,87,Comprehensive risk assessment completed for Waitakaruru School. 3 new hazards identified and 1 existing hazards reviewed. Key findings include: uneven surface on playground; bird nesting in roof cavity. 0 corrective actions have been raised.,3,0,COMPLETED
15435,2069,4890,2020-09-21,H2_2020,52,Routine H1/H2 assessment for Waitakaruru School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 0 hazards requiring attention identified. Notable improvement in stairwell lighting since last assessment.,0,0,COMPLETED
15436,2069,4891,2021-03-06,H1_2021,15,Site inspection revealed generally satisfactory conditions with 1 hazards identified. Main concerns relate to slip hazards during winter. Overall risk posture is low. Recommend follow-up on traffic management within 30 days.,1,2,COMPLETED
15437,2069,4891,2021-09-11,H2_2021,49,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is medium. Recommend follow-up on slip hazards during winter within 14 days.,3,1,COMPLETED
15438,2069,4889,2022-03-09,H1_2022,35,Assessment of Waitakaruru School identified medium overall risk level. Primary concerns are traffic management particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 4 actions created.,4,4,COMPLETED
15439,2069,4891,2022-09-12,H2_2022,67,Routine H1/H2 assessment for Waitakaruru School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 4 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,4,1,COMPLETED
15440,2069,4891,2023-03-13,H1_2023,63,Routine H1/H2 assessment for Waitakaruru School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 3 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,3,2,COMPLETED
15441,2069,4891,2023-09-25,H2_2023,64,Risk assessment findings: Waitakaruru School presents high risk environment. Critical items include standing water near entrance pathway. Moderate items include missing fire extinguisher sign. 3 actions assigned with 2 marked as critical priority.,2,3,COMPLETED
15442,2069,4890,2024-03-02,H1_2024,83,Assessment of Waitakaruru School identified critical overall risk level. Primary concerns are contractor oversight particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 1 actions created.,3,1,COMPLETED
15443,2069,4891,2024-09-08,H2_2024,40,Routine H1/H2 assessment for Waitakaruru School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,2,0,COMPLETED
15444,2069,4890,2025-03-11,H1_2025,52,Comprehensive risk assessment completed for Waitakaruru School. 1 new hazards identified and 5 existing hazards reviewed. Key findings include: tree branch overhanging walkway; tree branch overhanging walkway. 2 corrective actions have been raised.,1,2,REVIEWED
15445,2071,4892,2020-03-02,H1_2020,13,Assessment of Waitetuna School identified low overall risk level. Primary concerns are asbestos-containing materials particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 4 actions created.,3,4,COMPLETED
15446,2071,4892,2020-09-09,H2_2020,38,Routine H1/H2 assessment for Waitetuna School conducted on the assessment date. Building condition assessments reviewed for all 8 structures. 0 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,0,1,COMPLETED
15447,2071,4893,2021-03-07,H1_2021,22,Routine H1/H2 assessment for Waitetuna School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 1 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,1,0,COMPLETED
15448,2071,4895,2021-09-10,H2_2021,26,Assessment of Waitetuna School identified low overall risk level. Primary concerns are chemical storage particularly affecting the sports facilities. Emergency procedures were reviewed and found to be adequate. 2 actions created.,1,2,COMPLETED
15449,2071,4894,2022-03-17,H1_2022,87,Routine H1/H2 assessment for Waitetuna School conducted on the assessment date. Building condition assessments reviewed for all 6 structures. 1 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,1,1,COMPLETED
15450,2071,4893,2022-09-19,H2_2022,53,Comprehensive risk assessment completed for Waitetuna School. 1 new hazards identified and 7 existing hazards reviewed. Key findings include: mould visible on ceiling tiles; missing fire extinguisher sign. 1 corrective actions have been raised.,1,1,COMPLETED
15451,2071,4893,2023-03-16,H1_2023,17,Site inspection revealed generally satisfactory conditions with 3 hazards identified. Main concerns relate to roof condition. Overall risk posture is low. Recommend follow-up on playground equipment wear within 14 days.,3,4,COMPLETED
15452,2071,4894,2023-09-05,H2_2023,52,Risk assessment findings: Waitetuna School presents medium risk environment. Critical items include tree branch overhanging walkway. Moderate items include cracked window pane in classroom. 5 actions assigned with 2 marked as critical priority.,4,5,COMPLETED
15453,2071,4895,2024-03-09,H1_2024,63,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to roof condition. Overall risk posture is high. Recommend follow-up on chemical storage within 14 days.,0,1,COMPLETED
15454,2071,4892,2024-09-24,H2_2024,37,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to chemical storage. Overall risk posture is medium. Recommend follow-up on playground equipment wear within 30 days.,4,2,COMPLETED
15455,2071,4895,2025-03-18,H1_2025,77,Risk assessment findings: Waitetuna School presents high risk environment. Critical items include inadequate lighting in car park. Moderate items include damaged fencing along south boundary. 1 actions assigned with 1 marked as critical priority.,2,1,COMPLETED
15456,2073,4898,2020-03-10,H1_2020,86,Comprehensive risk assessment completed for Waitomo Caves School. 4 new hazards identified and 3 existing hazards reviewed. Key findings include: standing water near entrance pathway; loose railing on Block A stairwell. 1 corrective actions have been raised.,4,1,COMPLETED
15457,2073,4896,2020-09-18,H2_2020,25,Routine H1/H2 assessment for Waitomo Caves School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 4 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,4,3,COMPLETED
15458,2073,4896,2021-03-26,H1_2021,28,Assessment of Waitomo Caves School identified low overall risk level. Primary concerns are electrical systems particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,1,0,COMPLETED
15459,2073,4896,2021-09-25,H2_2021,51,Risk assessment findings: Waitomo Caves School presents medium risk environment. Critical items include loose railing on Block A stairwell. Moderate items include cluttered storage room blocking access. 5 actions assigned with 2 marked as critical priority.,4,5,COMPLETED
15460,2073,4898,2022-03-09,H1_2022,28,Routine H1/H2 assessment for Waitomo Caves School conducted on the assessment date. Building condition assessments reviewed for all 9 structures. 3 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,3,3,COMPLETED
15461,2073,4896,2022-09-21,H2_2022,13,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to contractor oversight. Overall risk posture is low. Recommend follow-up on roof condition within the next term.,4,5,COMPLETED
15462,2073,4898,2023-03-02,H1_2023,37,Comprehensive risk assessment completed for Waitomo Caves School. 1 new hazards identified and 6 existing hazards reviewed. Key findings include: peeling paint near food prep area; tree branch overhanging walkway. 1 corrective actions have been raised.,1,1,COMPLETED
15463,2073,4898,2023-09-22,H2_2023,48,Routine H1/H2 assessment for Waitomo Caves School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 2 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,2,2,COMPLETED
15464,2073,4897,2024-03-04,H1_2024,60,Routine H1/H2 assessment for Waitomo Caves School conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 4 hazards requiring attention identified. Notable improvement in first aid supplies since last assessment.,4,5,COMPLETED
15465,2073,4897,2024-09-18,H2_2024,56,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to asbestos-containing materials. Overall risk posture is medium. Recommend follow-up on chemical storage within 30 days.,4,1,COMPLETED
15466,2073,4898,2025-03-05,H1_2025,49,Comprehensive risk assessment completed for Waitomo Caves School. 1 new hazards identified and 6 existing hazards reviewed. Key findings include: trip hazard from raised concrete; loose railing on Block A stairwell. 0 corrective actions have been raised.,1,0,REVIEWED
15467,2074,4902,2020-03-02,H1_2020,62,Site inspection revealed generally satisfactory conditions with 0 hazards identified. Main concerns relate to aging infrastructure. Overall risk posture is high. Recommend follow-up on contractor oversight within 60 days.,0,0,COMPLETED
15468,2074,4902,2020-09-01,H2_2020,21,Comprehensive risk assessment completed for Walton School. 4 new hazards identified and 2 existing hazards reviewed. Key findings include: inadequate lighting in car park; uneven surface on playground. 1 corrective actions have been raised.,4,1,COMPLETED
15469,2074,4899,2021-03-16,H1_2021,53,Routine H1/H2 assessment for Walton School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 4 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,4,2,COMPLETED
15470,2074,4900,2021-09-13,H2_2021,71,Assessment of Walton School identified high overall risk level. Primary concerns are roof condition particularly affecting the main block. Emergency procedures were reviewed and found to be satisfactory. 2 actions created.,4,2,COMPLETED
15471,2074,4900,2022-03-02,H1_2022,74,Routine H1/H2 assessment for Walton School conducted on the assessment date. Building condition assessments reviewed for all 10 structures. 1 hazards requiring attention identified. Notable improvement in playground area maintenance since last assessment.,1,2,COMPLETED
15472,2074,4901,2022-09-24,H2_2022,30,Risk assessment findings: Walton School presents medium risk environment. Critical items include loose railing on Block A stairwell. Moderate items include loose railing on Block A stairwell. 1 actions assigned with 2 marked as critical priority.,1,1,COMPLETED
15473,2074,4899,2023-03-08,H1_2023,67,Assessment of Walton School identified high overall risk level. Primary concerns are electrical systems particularly affecting the sports facilities. Emergency procedures were reviewed and found to be satisfactory. 1 actions created.,2,1,COMPLETED
15474,2074,4900,2023-09-10,H2_2023,30,Risk assessment findings: Walton School presents medium risk environment. Critical items include trip hazard from raised concrete. Moderate items include bird nesting in roof cavity. 1 actions assigned with 0 marked as critical priority.,1,1,COMPLETED
15475,2074,4900,2024-03-13,H1_2024,18,Routine H1/H2 assessment for Walton School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 1 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,1,0,COMPLETED
15476,2074,4900,2024-09-25,H2_2024,42,Comprehensive risk assessment completed for Walton School. 4 new hazards identified and 5 existing hazards reviewed. Key findings include: tree branch overhanging walkway; blocked emergency exit in hall. 0 corrective actions have been raised.,4,0,COMPLETED
15477,2074,4900,2025-03-24,H1_2025,79,Assessment of Walton School identified high overall risk level. Primary concerns are contractor oversight particularly affecting outdoor areas. Emergency procedures were reviewed and found to be adequate. 0 actions created.,1,0,COMPLETED
15478,2075,4905,2020-03-12,H1_2020,39,Routine H1/H2 assessment for Wairere School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 0 hazards requiring attention identified. Notable improvement in car park markings since last assessment.,0,0,COMPLETED
15479,2075,4903,2020-09-20,H2_2020,76,Risk assessment findings: Wairere School presents high risk environment. Critical items include trip hazard from raised concrete. Moderate items include mould visible on ceiling tiles. 0 actions assigned with 1 marked as critical priority.,4,0,COMPLETED
15480,2075,4903,2021-03-27,H1_2021,29,Routine H1/H2 assessment for Wairere School conducted on the assessment date. Building condition assessments reviewed for all 11 structures. 4 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,4,0,COMPLETED
15481,2075,4905,2021-09-04,H2_2021,87,Comprehensive risk assessment completed for Wairere School. 4 new hazards identified and 5 existing hazards reviewed. Key findings include: uneven surface on playground; loose railing on Block A stairwell. 1 corrective actions have been raised.,4,1,COMPLETED
15482,2075,4904,2022-03-05,H1_2022,21,Risk assessment findings: Wairere School presents low risk environment. Critical items include cracked window pane in classroom. Moderate items include bird nesting in roof cavity. 1 actions assigned with 0 marked as critical priority.,1,1,COMPLETED
15483,2075,4905,2022-09-09,H2_2022,69,Assessment of Wairere School identified high overall risk level. Primary concerns are playground equipment wear particularly affecting the main block. Emergency procedures were reviewed and found to be adequate. 1 actions created.,2,1,COMPLETED
15484,2075,4905,2023-03-06,H1_2023,12,Comprehensive risk assessment completed for Wairere School. 4 new hazards identified and 5 existing hazards reviewed. Key findings include: blocked emergency exit in hall; blocked emergency exit in hall. 4 corrective actions have been raised.,4,4,COMPLETED
15485,2075,4903,2023-09-14,H2_2023,46,Routine H1/H2 assessment for Wairere School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 0 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,0,1,COMPLETED
15486,2075,4905,2024-03-27,H1_2024,53,Assessment of Wairere School identified medium overall risk level. Primary concerns are asbestos-containing materials particularly affecting administration building. Emergency procedures were reviewed and found to be satisfactory. 0 actions created.,0,0,COMPLETED
15487,2075,4904,2024-09-04,H2_2024,49,Risk assessment findings: Wairere School presents medium risk environment. Critical items include peeling paint near food prep area. Moderate items include trip hazard from raised concrete. 0 actions assigned with 0 marked as critical priority.,2,0,COMPLETED
15488,2075,4903,2025-03-14,H1_2025,40,Site inspection revealed generally satisfactory conditions with 4 hazards identified. Main concerns relate to roof condition. Overall risk posture is medium. Recommend follow-up on asbestos-containing materials within 30 days.,4,1,REVIEWED
15489,2076,4906,2020-03-05,H1_2020,61,Routine H1/H2 assessment for Welcome Bay School conducted on the assessment date. Building condition assessments reviewed for all 4 structures. 1 hazards requiring attention identified. Notable improvement in chemical storage since last assessment.,1,0,COMPLETED
15490,2076,4908,2020-09-05,H2_2020,36,Assessment of Welcome Bay School identified medium overall risk level. Primary concerns are playground equipment wear particularly affecting administration building. Emergency procedures were reviewed and found to be adequate. 1 actions created.,0,1,COMPLETED
15491,2076,4909,2021-03-11,H1_2021,79,Routine H1/H2 assessment for Welcome Bay School conducted on the assessment date. Building condition assessments reviewed for all 3 structures. 2 hazards requiring attention identified. Notable improvement in emergency signage since last assessment.,2,3,COMPLETED
