inspection_id,site_id,conducted_by_person_id,contractor_id,inspection_date,inspection_type,field_notes,compliance_rating,num_hazards_identified,num_actions_created,status
16152,2256,5262,,2023-05-24,ROUTINE,Arrived at Urenui School at 9:15. Met with the H&S rep who reported a concern about the car park. Walked the site starting from the main entrance. Observed cracked window pane in classroom. Noted peeling paint near food prep area. the hall appears showing signs of wear. Recommend engaging specialist contractor. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16153,2256,5261,,2024-06-04,POST_INCIDENT,Arrived at Urenui School at 10:30. Met with the principal who reported ongoing roof leak in Block B. Walked the site starting from the playground. Observed mould visible on ceiling tiles. Noted standing water near entrance pathway. the hall appears in good condition. Recommend immediate action on high-risk items. Photos taken for record.,COMPLIANT,0,0,COMPLETED
16154,2256,5263,,2025-09-24,POST_INCIDENT,Arrived at Urenui School at 11:45. Met with the caretaker who reported ongoing roof leak in Block B. Walked the site starting from the car park. Observed cracked window pane in classroom. Noted inadequate lighting in car park. the gymnasium appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,MAJOR_NON_COMPLIANCE,3,3,COMPLETED
16155,2257,5264,133.0,2020-08-02,CONTRACTOR_AUDIT,Arrived at Uruti School at 12:00. Met with the caretaker who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed blocked emergency exit in hall. Noted damaged fencing along south boundary. Block A appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16156,2257,5264,,2021-07-26,ROUTINE,Post-incident inspection at Uruti School. Area where incident occurred has been unchanged. loose railing on Block A stairwell. Interviewed the caretaker who confirmed the timeline of events. Root cause appears to be inadequate training. Immediate controls: temporary repair applied. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,0,0,COMPLETED
16157,2257,5264,,2021-07-27,POST_INCIDENT,Routine site walkthrough at Uruti School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - fully stocked. Signage - good. General housekeeping - good. 3 new hazards logged.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16158,2257,5265,,2021-03-09,ROUTINE,Post-incident inspection at Uruti School. Area where incident occurred has been unchanged. inadequate lighting in car park. Interviewed the site manager who confirmed that protocols were followed. Root cause appears to be inadequate training. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,COMPLIANT,0,0,COMPLETED
16159,2257,5264,,2022-09-27,ROUTINE,Post-incident inspection at Uruti School. Area where incident occurred has been under repair. cracked window pane in classroom. Interviewed the principal who confirmed that the issue has been ongoing. Root cause appears to be inadequate training. Immediate controls: equipment isolated. Further investigation: yes - WorkSafe notification pending.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16160,2257,5264,,2022-11-13,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - provided and adequate. Overall: minor non-compliance. Issues noted: no issues.,COMPLIANT,1,0,COMPLETED
16161,2257,5266,,2023-03-02,COMPLAINT_RESPONSE,Arrived at Uruti School at 15:45. Met with the principal who reported a concern about the car park. Walked the site starting from Block A. Observed mould visible on ceiling tiles. Noted inadequate lighting in car park. the gymnasium appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
16162,2257,5264,62.0,2023-08-21,CONTRACTOR_AUDIT,Routine site walkthrough at Uruti School. Checked emergency exits - all clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - faded in places. General housekeeping - satisfactory. 3 new hazards logged.,COMPLIANT,1,1,COMPLETED
16163,2257,5265,65.0,2024-09-02,CONTRACTOR_AUDIT,Arrived at Uruti School at 15:30. Met with the principal who reported no issues since last visit. Walked the site starting from the main entrance. Observed bird nesting in roof cavity. Noted tree branch overhanging walkway. Block A appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,CRITICAL,3,0,COMPLETED
16164,2257,5265,,2024-07-20,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing plumbing work. Checked: PPE compliance - partial - no safety glasses observed; site induction records - current; work method statements - not available. Overall: major non-compliance. Issues noted: SWMS not signed.,COMPLIANT,2,2,COMPLETED
16165,2257,5266,,2024-09-05,ROUTINE,Routine site walkthrough at Uruti School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - adequate. General housekeeping - good. 1 new hazards logged.,COMPLIANT,1,0,COMPLETED
16166,2258,5268,,2020-08-16,POST_INCIDENT,Post-incident inspection at Vogeltown School. Area where incident occurred has been under repair. standing water near entrance pathway. Interviewed the H&S rep who confirmed awareness of the hazard. Root cause appears to be inadequate training. Immediate controls: warning signs placed. Further investigation: yes - await contractor quote.,COMPLIANT,3,2,COMPLETED
16167,2258,5268,147.0,2020-05-04,CONTRACTOR_AUDIT,Complaint response visit to Vogeltown School regarding overgrown trees blocking light. On inspection found bird nesting in roof cavity. tree branch overhanging walkway. Spoke with the site manager who was unaware until now. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,1,0,COMPLETED
16168,2258,5269,,2021-07-04,ROUTINE,Post-incident inspection at Vogeltown School. Area where incident occurred has been unchanged. standing water near entrance pathway. Interviewed the principal who confirmed that protocols were followed. Root cause appears to be worn equipment. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,COMPLIANT,1,1,COMPLETED
16169,2258,5267,80.0,2021-09-08,CONTRACTOR_AUDIT,Contractor audit: Reliable Building Maintenance Co on site performing plumbing work. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - comprehensive. Overall: major non-compliance. Issues noted: PPE not consistently worn.,COMPLIANT,1,1,COMPLETED
16170,2258,5267,,2021-04-06,ROUTINE,Post-incident inspection at Vogeltown School. Area where incident occurred has been cleaned up. inadequate lighting in car park. Interviewed the H&S rep who confirmed the timeline of events. Root cause appears to be lack of maintenance. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16171,2258,5268,,2022-04-22,ROUTINE,Post-incident inspection at Vogeltown School. Area where incident occurred has been unchanged. uneven surface on playground. Interviewed the caretaker who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: no - matter resolved.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
16172,2258,5268,,2022-07-24,COMPLAINT_RESPONSE,Routine site walkthrough at Vogeltown School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - fully stocked. Signage - adequate. General housekeeping - good. 4 new hazards logged.,COMPLIANT,1,1,COMPLETED
16173,2258,5268,,2023-05-27,COMPLAINT_RESPONSE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: minor non-compliance. Issues noted: SWMS not signed.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
16174,2258,5268,,2023-08-04,ROUTINE,Post-incident inspection at Vogeltown School. Area where incident occurred has been unchanged. uneven surface on playground. Interviewed the caretaker who confirmed that the issue has been ongoing. Root cause appears to be environmental conditions. Immediate controls: equipment isolated. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,0,0,COMPLETED
16175,2258,5269,65.0,2023-09-27,CONTRACTOR_AUDIT,Contractor audit: Apex Security Holdings on site performing plumbing work. Checked: PPE compliance - compliant with minor exceptions; site induction records - expired - updated on site; work method statements - not available. Overall: major non-compliance. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
16176,2258,5267,80.0,2024-08-11,CONTRACTOR_AUDIT,Post-incident inspection at Vogeltown School. Area where incident occurred has been cordoned off. worn anti-slip tape on steps. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16177,2258,5267,,2024-08-13,ROUTINE,Post-incident inspection at Vogeltown School. Area where incident occurred has been cleaned up. bird nesting in roof cavity. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be environmental conditions. Immediate controls: temporary repair applied. Further investigation: yes - WorkSafe notification pending.,CRITICAL,1,0,COMPLETED
16178,2258,5269,80.0,2024-07-24,CONTRACTOR_AUDIT,Post-incident inspection at Vogeltown School. Area where incident occurred has been under repair. blocked emergency exit in hall. Interviewed the H&S rep who confirmed that protocols were followed. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,MAJOR_NON_COMPLIANCE,1,1,COMPLETED
16179,2258,5268,,2025-05-08,COMPLAINT_RESPONSE,Complaint response visit to Vogeltown School regarding slippery pathway. On inspection found damaged fencing along south boundary. missing fire extinguisher sign. Spoke with the principal who was already arranging repair. Actions: contractor engaged. Follow-up required: yes - in 14 days.,MINOR_NON_COMPLIANCE,3,0,COMPLETED
16180,2260,5273,,2020-08-25,POST_INCIDENT,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: major non-compliance. Issues noted: SWMS not signed.,MAJOR_NON_COMPLIANCE,2,1,COMPLETED
16181,2260,5271,,2020-07-12,POST_INCIDENT,Post-incident inspection at Waitara Central School. Area where incident occurred has been cleaned up. cracked window pane in classroom. Interviewed the caretaker who confirmed that the issue has been ongoing. Root cause appears to be inadequate training. Immediate controls: equipment isolated. Further investigation: yes - engineering assessment required.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
16182,2260,5270,,2021-03-13,POST_INCIDENT,Post-incident inspection at Waitara Central School. Area where incident occurred has been cleaned up. tree branch overhanging walkway. Interviewed the site manager who confirmed the timeline of events. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - engineering assessment required.,COMPLIANT,2,0,COMPLETED
16183,2260,5271,,2021-06-06,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - not available. Overall: compliant. Issues noted: SWMS not signed.,COMPLIANT,2,2,COMPLETED
16184,2260,5272,147.0,2022-07-21,CONTRACTOR_AUDIT,Routine site walkthrough at Waitara Central School. Checked emergency exits - one partially blocked. Fire extinguishers - two expired. First aid kits - needs restocking. Signage - several missing. General housekeeping - satisfactory. 3 new hazards logged.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
16185,2260,5273,,2023-05-22,ROUTINE,Routine site walkthrough at Waitara Central School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - fully stocked. Signage - faded in places. General housekeeping - excellent. 3 new hazards logged.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
16186,2260,5273,,2023-05-23,ROUTINE,Routine site walkthrough at Waitara Central School. Checked emergency exits - one partially blocked. Fire extinguishers - one missing from hall. First aid kits - fully stocked. Signage - several missing. General housekeeping - good. 0 new hazards logged.,CRITICAL,0,0,COMPLETED
16187,2260,5271,,2024-10-19,ROUTINE,Routine site walkthrough at Waitara Central School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - faded in places. General housekeeping - poor in storage areas. 3 new hazards logged.,COMPLIANT,3,3,COMPLETED
16188,2260,5271,,2024-11-06,ROUTINE,Arrived at Waitara Central School at 11:15. Met with the site manager who reported a concern about the car park. Walked the site starting from Block A. Observed standing water near entrance pathway. Noted inadequate lighting in car park. Block A appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16189,2260,5273,147.0,2024-06-03,CONTRACTOR_AUDIT,Post-incident inspection at Waitara Central School. Area where incident occurred has been under repair. bird nesting in roof cavity. Interviewed the caretaker who confirmed that the issue has been ongoing. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: yes - engineering assessment required.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16190,2260,5270,,2025-11-20,POST_INCIDENT,Contractor audit: the contractor on site performing plumbing work. Checked: PPE compliance - fully compliant; site induction records - missing for one worker; work method statements - not available. Overall: major non-compliance. Issues noted: work area not adequately fenced.,COMPLIANT,1,0,COMPLETED
16191,2261,5275,,2020-03-16,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - missing for one worker; work method statements - generic - not site-specific. Overall: compliant. Issues noted: none noted.,COMPLIANT,1,1,COMPLETED
16192,2261,5275,100.0,2020-05-05,CONTRACTOR_AUDIT,Complaint response visit to Waitara East School regarding water leak from ceiling. On inspection found blocked emergency exit in hall. peeling paint near food prep area. Spoke with the H&S rep who was concerned about the situation. Actions: area isolated. Follow-up required: yes - in 14 days.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
16193,2261,5277,,2020-10-18,POST_INCIDENT,Routine site walkthrough at Waitara East School. Checked emergency exits - all clear. Fire extinguishers - one missing from hall. First aid kits - adequate. Signage - good. General housekeeping - satisfactory. 4 new hazards logged.,COMPLIANT,0,0,COMPLETED
16194,2261,5275,,2021-03-25,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - expired - updated on site; work method statements - not available. Overall: major non-compliance. Issues noted: none noted.,COMPLIANT,3,2,COMPLETED
16195,2261,5276,,2021-06-23,POST_INCIDENT,Complaint response visit to Waitara East School regarding overgrown trees blocking light. On inspection found damaged fencing along south boundary. worn anti-slip tape on steps. Spoke with the caretaker who was aware of the issue. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,3,3,COMPLETED
16196,2261,5277,,2022-06-08,ROUTINE,Arrived at Waitara East School at 9:45. Met with the caretaker who reported a recent near-miss in the workshop. Walked the site starting from the main entrance. Observed worn anti-slip tape on steps. Noted trip hazard from raised concrete. Block A appears showing signs of wear. Recommend review at next assessment. Photos taken for record.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16197,2261,5275,100.0,2022-09-12,CONTRACTOR_AUDIT,Complaint response visit to Waitara East School regarding strange smell in classroom. On inspection found uneven surface on playground. cracked window pane in classroom. Spoke with the principal who was aware of the issue. Actions: area isolated. Follow-up required: yes - next routine visit.,COMPLIANT,0,0,COMPLETED
16198,2261,5277,32.0,2023-04-13,CONTRACTOR_AUDIT,Complaint response visit to Waitara East School regarding strange smell in classroom. On inspection found peeling paint near food prep area. loose railing on Block A stairwell. Spoke with the site manager who was concerned about the situation. Actions: area isolated. Follow-up required: yes - next routine visit.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
16199,2261,5277,,2023-11-12,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - partial - no safety glasses observed; site induction records - all current; work method statements - provided and adequate. Overall: major non-compliance. Issues noted: no issues.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
16200,2261,5274,,2024-11-04,COMPLAINT_RESPONSE,Arrived at Waitara East School at 8:30. Met with the H&S rep who reported ongoing roof leak in Block B. Walked the site starting from the car park. Observed worn anti-slip tape on steps. Noted inadequate lighting in car park. the gymnasium appears in good condition. Recommend immediate action on high-risk items. Photos taken for record.,COMPLIANT,0,0,COMPLETED
16201,2261,5276,,2024-02-22,ROUTINE,Arrived at Waitara East School at 15:15. Met with the principal who reported no issues since last visit. Walked the site starting from the main entrance. Observed worn anti-slip tape on steps. Noted uneven surface on playground. the hall appears satisfactory. Recommend engaging specialist contractor. Photos taken for record.,COMPLIANT,1,0,COMPLETED
16202,2261,5275,,2024-09-26,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - compliant with minor exceptions; site induction records - missing for one worker; work method statements - comprehensive. Overall: major non-compliance. Issues noted: PPE not consistently worn.,COMPLIANT,0,0,COMPLETED
16203,2262,5280,,2020-11-11,POST_INCIDENT,Complaint response visit to Waitoriki School regarding water leak from ceiling. On inspection found blocked emergency exit in hall. missing fire extinguisher sign. Spoke with the principal who was already arranging repair. Actions: temporary fix applied. Follow-up required: yes - in 14 days.,COMPLIANT,3,1,COMPLETED
16204,2262,5278,,2021-08-10,POST_INCIDENT,Complaint response visit to Waitoriki School regarding water leak from ceiling. On inspection found mould visible on ceiling tiles. tree branch overhanging walkway. Spoke with the site manager who was aware of the issue. Actions: contractor engaged. Follow-up required: yes - after repair completed.,COMPLIANT,3,1,COMPLETED
16205,2262,5279,,2022-09-11,ROUTINE,Contractor audit: the contractor on site performing grounds maintenance. Checked: PPE compliance - compliant with minor exceptions; site induction records - expired - updated on site; work method statements - provided and adequate. Overall: compliant. Issues noted: no issues.,MINOR_NON_COMPLIANCE,1,0,COMPLETED
16206,2262,5278,45.0,2022-04-24,CONTRACTOR_AUDIT,Complaint response visit to Waitoriki School regarding water leak from ceiling. On inspection found bird nesting in roof cavity. mould visible on ceiling tiles. Spoke with the H&S rep who was unaware until now. Actions: temporary fix applied. Follow-up required: no.,MINOR_NON_COMPLIANCE,3,0,COMPLETED
16207,2262,5279,,2022-09-01,POST_INCIDENT,Routine site walkthrough at Waitoriki School. Checked emergency exits - clear. Fire extinguishers - two expired. First aid kits - low on supplies. Signage - faded in places. General housekeeping - good. 1 new hazards logged.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
16208,2262,5279,,2023-03-07,POST_INCIDENT,Post-incident inspection at Waitoriki School. Area where incident occurred has been cordoned off. bird nesting in roof cavity. Interviewed the caretaker who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: warning signs placed. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
16209,2262,5279,,2023-10-22,ROUTINE,Arrived at Waitoriki School at 13:45. Met with the site manager who reported a recent near-miss in the workshop. Walked the site starting from the playground. Observed blocked emergency exit in hall. Noted cluttered storage room blocking access. Block A appears in good condition. Recommend review at next assessment. Photos taken for record.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16210,2262,5280,,2023-10-05,ROUTINE,Routine site walkthrough at Waitoriki School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - needs restocking. Signage - good. General housekeeping - poor in storage areas. 1 new hazards logged.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16211,2262,5279,,2024-10-07,POST_INCIDENT,Arrived at Waitoriki School at 9:30. Met with the H&S rep who reported a recent near-miss in the workshop. Walked the site starting from the main entrance. Observed mould visible on ceiling tiles. Noted inadequate lighting in car park. the gymnasium appears in good condition. Recommend scheduling maintenance within 30 days. Photos taken for record.,CRITICAL,2,1,COMPLETED
16212,2262,5280,,2025-08-18,POST_INCIDENT,Routine site walkthrough at Waitoriki School. Checked emergency exits - clear. Fire extinguishers - all in date. First aid kits - low on supplies. Signage - faded in places. General housekeeping - excellent. 2 new hazards logged.,MINOR_NON_COMPLIANCE,3,2,COMPLETED
16213,2264,5282,,2020-10-20,POST_INCIDENT,Routine site walkthrough at Welbourn School. Checked emergency exits - signage missing on one. Fire extinguishers - one missing from hall. First aid kits - needs restocking. Signage - good. General housekeeping - excellent. 0 new hazards logged.,MINOR_NON_COMPLIANCE,2,1,COMPLETED
16214,2264,5283,62.0,2020-02-04,CONTRACTOR_AUDIT,Routine site walkthrough at Welbourn School. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - needs restocking. Signage - several missing. General housekeeping - satisfactory. 0 new hazards logged.,COMPLIANT,3,1,COMPLETED
16215,2264,5281,,2021-04-05,POST_INCIDENT,Arrived at Welbourn School at 10:15. Met with the site manager who reported no issues since last visit. Walked the site starting from the car park. Observed uneven surface on playground. Noted loose railing on Block A stairwell. the hall appears showing signs of wear. Recommend scheduling maintenance within 30 days. Photos taken for record.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16216,2264,5281,,2021-11-25,ROUTINE,Contractor audit: the contractor on site performing painting. Checked: PPE compliance - partial - no safety glasses observed; site induction records - expired - updated on site; work method statements - comprehensive. Overall: compliant. Issues noted: PPE not consistently worn.,CRITICAL,0,0,COMPLETED
16217,2264,5281,,2022-08-15,POST_INCIDENT,Complaint response visit to Welbourn School regarding noise from construction work. On inspection found trip hazard from raised concrete. uneven surface on playground. Spoke with the principal who was already arranging repair. Actions: repair ordered. Follow-up required: yes - next routine visit.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16218,2264,5283,,2022-02-25,POST_INCIDENT,Post-incident inspection at Welbourn School. Area where incident occurred has been cordoned off. blocked emergency exit in hall. Interviewed the H&S rep who confirmed that protocols were followed. Root cause appears to be lack of maintenance. Immediate controls: area barricaded. Further investigation: yes - WorkSafe notification pending.,COMPLIANT,1,1,COMPLETED
16219,2264,5283,,2022-06-07,ROUTINE,Complaint response visit to Welbourn School regarding strange smell in classroom. On inspection found standing water near entrance pathway. damaged fencing along south boundary. Spoke with the principal who was concerned about the situation. Actions: temporary fix applied. Follow-up required: no.,MAJOR_NON_COMPLIANCE,2,0,COMPLETED
16220,2264,5282,,2023-11-10,ROUTINE,Post-incident inspection at Welbourn School. Area where incident occurred has been cordoned off. uneven surface on playground. Interviewed the H&S rep who confirmed awareness of the hazard. Root cause appears to be inadequate training. Immediate controls: temporary repair applied. Further investigation: yes - WorkSafe notification pending.,MAJOR_NON_COMPLIANCE,0,0,COMPLETED
16221,2264,5283,,2024-10-18,ROUTINE,Complaint response visit to Welbourn School regarding strange smell in classroom. On inspection found blocked emergency exit in hall. standing water near entrance pathway. Spoke with the caretaker who was aware of the issue. Actions: temporary fix applied. Follow-up required: yes - after repair completed.,MINOR_NON_COMPLIANCE,1,1,COMPLETED
16222,2264,5284,,2024-06-14,ROUTINE,Complaint response visit to Welbourn School regarding noise from construction work. On inspection found mould visible on ceiling tiles. worn anti-slip tape on steps. Spoke with the caretaker who was aware of the issue. Actions: contractor engaged. Follow-up required: yes - in 14 days.,COMPLIANT,1,0,COMPLETED
16223,2264,5282,,2024-07-14,POST_INCIDENT,Post-incident inspection at Welbourn School. Area where incident occurred has been cordoned off. bird nesting in roof cavity. Interviewed the site manager who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: area barricaded. Further investigation: yes - await contractor quote.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16224,2264,5284,,2025-07-04,ROUTINE,Post-incident inspection at Welbourn School. Area where incident occurred has been cleaned up. bird nesting in roof cavity. Interviewed the principal who confirmed awareness of the hazard. Root cause appears to be lack of maintenance. Immediate controls: temporary repair applied. Further investigation: yes - await contractor quote.,MAJOR_NON_COMPLIANCE,2,1,COMPLETED
16225,2265,5285,,2020-08-14,ROUTINE,Post-incident inspection at West End Te Kura O Morere. Area where incident occurred has been cleaned up. uneven surface on playground. Interviewed the H&S rep who confirmed awareness of the hazard. Root cause appears to be environmental conditions. Immediate controls: equipment isolated. Further investigation: no - matter resolved.,MAJOR_NON_COMPLIANCE,1,0,COMPLETED
16226,2265,5285,,2021-04-01,POST_INCIDENT,Arrived at West End Te Kura O Morere at 8:00. Met with the site manager who reported a concern about the car park. Walked the site starting from the playground. Observed standing water near entrance pathway. Noted tree branch overhanging walkway. the library appears in need of maintenance. Recommend scheduling maintenance within 30 days. Photos taken for record.,COMPLIANT,2,1,COMPLETED
16227,2265,5285,150.0,2021-03-08,CONTRACTOR_AUDIT,Arrived at West End Te Kura O Morere at 12:45. Met with the site manager who reported a recent near-miss in the workshop. Walked the site starting from Block A. Observed uneven surface on playground. Noted inadequate lighting in car park. the hall appears in good condition. Recommend review at next assessment. Photos taken for record.,COMPLIANT,1,0,COMPLETED
16228,2265,5288,,2021-08-23,ROUTINE,Complaint response visit to West End Te Kura O Morere regarding slippery pathway. On inspection found peeling paint near food prep area. damaged fencing along south boundary. Spoke with the H&S rep who was aware of the issue. Actions: temporary fix applied. Follow-up required: no.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16229,2265,5288,147.0,2022-09-08,CONTRACTOR_AUDIT,Arrived at West End Te Kura O Morere at 12:30. Met with the site manager who reported a recent near-miss in the workshop. Walked the site starting from Block A. Observed trip hazard from raised concrete. Noted damaged fencing along south boundary. the gymnasium appears in need of maintenance. Recommend review at next assessment. Photos taken for record.,COMPLIANT,3,2,COMPLETED
16230,2265,5288,147.0,2022-08-09,CONTRACTOR_AUDIT,Complaint response visit to West End Te Kura O Morere regarding broken playground equipment. On inspection found worn anti-slip tape on steps. cluttered storage room blocking access. Spoke with the principal who was concerned about the situation. Actions: area isolated. Follow-up required: yes - after repair completed.,MAJOR_NON_COMPLIANCE,2,1,COMPLETED
16231,2265,5287,,2022-03-05,POST_INCIDENT,Routine site walkthrough at West End Te Kura O Morere. Checked emergency exits - all clear. Fire extinguishers - two expired. First aid kits - adequate. Signage - faded in places. General housekeeping - poor in storage areas. 0 new hazards logged.,COMPLIANT,2,2,COMPLETED
16232,2265,5287,,2023-10-12,ROUTINE,Arrived at West End Te Kura O Morere at 12:30. Met with the site manager who reported no issues since last visit. Walked the site starting from the car park. Observed bird nesting in roof cavity. Noted blocked emergency exit in hall. the gymnasium appears in good condition. Recommend engaging specialist contractor. Photos taken for record.,COMPLIANT,3,1,COMPLETED
16233,2265,5286,,2024-10-15,ROUTINE,Routine site walkthrough at West End Te Kura O Morere. Checked emergency exits - signage missing on one. Fire extinguishers - all current. First aid kits - fully stocked. Signage - faded in places. General housekeeping - satisfactory. 3 new hazards logged.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16234,2265,5285,,2024-09-01,ROUTINE,Complaint response visit to West End Te Kura O Morere regarding overgrown trees blocking light. On inspection found inadequate lighting in car park. damaged fencing along south boundary. Spoke with the H&S rep who was unaware until now. Actions: contractor engaged. Follow-up required: yes - next routine visit.,COMPLIANT,1,1,COMPLETED
16235,2266,5290,,2020-04-27,POST_INCIDENT,Post-incident inspection at Westown School. Area where incident occurred has been unchanged. uneven surface on playground. Interviewed the H&S rep who confirmed that the issue has been ongoing. Root cause appears to be worn equipment. Immediate controls: equipment isolated. Further investigation: yes - engineering assessment required.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16236,2266,5290,,2020-03-15,ROUTINE,Contractor audit: the contractor on site performing roof repairs. Checked: PPE compliance - non-compliant - worker on ladder without harness; site induction records - current; work method statements - comprehensive. Overall: minor non-compliance. Issues noted: PPE not consistently worn.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16237,2266,5291,,2021-08-06,COMPLAINT_RESPONSE,Arrived at Westown School at 9:30. Met with the principal who reported a concern about the car park. Walked the site starting from Block A. Observed bird nesting in roof cavity. Noted damaged fencing along south boundary. the library appears in need of maintenance. Recommend review at next assessment. Photos taken for record.,COMPLIANT,0,0,COMPLETED
16238,2266,5290,,2022-07-06,POST_INCIDENT,Complaint response visit to Westown School regarding noise from construction work. On inspection found standing water near entrance pathway. trip hazard from raised concrete. Spoke with the H&S rep who was already arranging repair. Actions: area isolated. Follow-up required: yes - after repair completed.,MINOR_NON_COMPLIANCE,2,0,COMPLETED
16239,2266,5291,,2022-09-12,POST_INCIDENT,Complaint response visit to Westown School regarding strange smell in classroom. On inspection found loose railing on Block A stairwell. cluttered storage room blocking access. Spoke with the principal who was aware of the issue. Actions: temporary fix applied. Follow-up required: yes - next routine visit.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
16240,2266,5290,,2023-07-04,ROUTINE,Routine site walkthrough at Westown School. Checked emergency exits - all clear. Fire extinguishers - all current. First aid kits - needs restocking. Signage - good. General housekeeping - satisfactory. 1 new hazards logged.,MAJOR_NON_COMPLIANCE,3,0,COMPLETED
16241,2266,5292,,2023-04-04,POST_INCIDENT,Complaint response visit to Westown School regarding slippery pathway. On inspection found standing water near entrance pathway. blocked emergency exit in hall. Spoke with the site manager who was already arranging repair. Actions: area isolated. Follow-up required: yes - next routine visit.,MINOR_NON_COMPLIANCE,0,0,COMPLETED
